Timestamp,T_out,t_hr,t_dow,T_csp_out_diff_3,T_hsp_out_diff_3,T_csp_11,T_hsp_3,T_csp_out_diff_5,T_hsp_out_diff_5,T_csp_5,T_hsp_5,T_csp_out_diff_7,T_hsp_out_diff_7,T_csp_7,T_hsp_7,T_csp_out_diff_6,T_hsp_out_diff_6,T_csp_6,T_hsp_6,D_hvac,T_in_3,T_in_5,T_in_6,T_in_7
2021-04-20 00:00:00,0.22725218295342997,0.11892272658012477,0.2288939820384378,0.03253448885226997,0.4480018890974087,0.9357787538565487,0.6287754593545776,0.024615729837692144,0.31844865696593877,0.503565228093406,0.36240145427929926,0.019507291552171076,0.3199245207828009,0.373168859595566,0.4919796269503909,0.011799173369425167,0.4748858370753676,0.5462404830323093,0.4526625679121734,0.048530199916547515,0.3466258781529179,0.43916576348132086,0.18106088022095346,0.31989737368136906
2021-04-20 00:15:00,0.23404087105774884,0.021582341089825506,0.20029543859855525,0.0352098410621345,0.45628363872132394,0.8618520540535801,0.19572283996350937,0.03317279858512232,0.3467973641070975,0.4952430905580205,0.3434898807544693,0.027181764668067394,0.40255728211020725,0.7388381715029988,0.37616257031888756,0.017816650924511644,0.473333331482765,0.2491404258215688,0.3813825501511685,0.05912146823913292,0.34769412137324096,0.4144494550913951,0.19337704464879346,0.2880983451725325
2021-04-20 00:30:00,0.23248954229059549,0.048768416355115925,0.1496897949225553,0.03510270383410277,0.503381296759648,0.8741531235403901,0.1976630346599797,0.03612804149251655,0.3471872742785024,0.6150576656104523,0.41292574749190614,0.03567308433180474,0.40077343496930873,0.8600305216332496,0.3775863012212506,0.019747537561586585,0.5146675506491295,0.42105602321731395,0.39370008096515896,0.04053675481271479,0.36396027599131475,0.394103489845989,0.1731010397046142,0.29271958627819084
2021-04-20 00:45:00,0.20912301549096268,0.0691390625497003,0.19576156444808113,0.03757541977686919,0.4822474767512668,0.8758481292371769,0.30266099934264146,0.027004527792647653,0.3677716436264993,0.17562047881421972,0.4332618516497657,0.03216199667461163,0.4153304633714636,0.4728959507789905,0.37516618469331187,0.02314317770253014,0.5205338987212506,0.5324559540704747,0.43263520812281175,0.05318160729045844,0.35905656388248985,0.40261183376137044,0.19844900897270223,0.2848868341793649
2021-04-20 01:00:00,0.21282088272009658,0.09598305064407717,0.21625578988956234,0.03140336185497156,0.5297676797182509,0.8803794596245362,0.58266541839411,0.022417620454511754,0.3673481237324444,0.4732412497863283,0.2735297864696027,0.021049714504907377,0.3604079883426142,0.8114457194348241,0.41506833129689413,0.018523104634056986,0.5274886409014841,0.2518500097165588,0.4158816260990914,0.012344993626796433,0.3561655193014639,0.36439856210425514,0.20057997503294844,0.2995942712486346
2021-04-20 01:15:00,0.20191910682979763,0.08313044410716193,0.18710688806203624,0.03699751077635472,0.5332948967488444,0.9193875743881632,0.43914130809255303,0.023476416094920686,0.37056273179718163,0.567177872220689,0.43232841240495645,0.01894697620814025,0.4121488202414956,0.3713876421706548,0.42485697090095664,0.014217968606962571,0.5197021963694288,0.18442877021498738,0.4442750557856474,0.06687332877104778,0.3494740425096916,0.3625807613035983,0.17638724902604652,0.2488553790134178
2021-04-20 01:30:00,0.2066637861757752,0.09339802391429057,0.2168784446615084,0.030772607046465887,0.5156057709958277,0.8681238495079544,0.2667041874791467,0.032138991965286696,0.34969256109378566,0.5915490196830642,0.320002127766295,0.024649895125639157,0.4419997361792772,0.9830609083307058,0.3725605145524491,0.011329835213755721,0.543113649211284,0.1813508438047351,0.47044730173758165,0.07367917679874984,0.32488567866814666,0.3894478860588526,0.1774645787384892,0.28261655717053547
2021-04-20 01:45:00,0.190479179259454,0.05686786219635213,0.19802857034319704,0.022604212172964617,0.48375143020869715,0.8941565096752502,0.4401010063183106,0.014727848691700372,0.33353227569696386,0.5983638830205917,0.29318818277733794,0.024204167310584123,0.4270385493270696,0.7702000291023245,0.32745021216356207,0.006188215624302903,0.4774102114514472,0.4862737905333452,0.4214529716233386,0.0706333973776022,0.327904903188589,0.38088470930170804,0.16585618928777812,0.26095886175508376
2021-04-20 02:00:00,0.2056322687058485,0.1051233264869858,0.1934556730707669,0.029102115001290577,0.5244665825918842,0.8956436658648892,0.5794460424786343,0.03737738842737215,0.3300599266835608,0.37582581866878817,0.3420979673035718,0.036588700658334306,0.417917356735499,0.6403515121106542,0.2756619604725774,0.018815560596585665,0.5405486006870511,0.5460325888552773,0.4100641724911087,0.05369450091028653,0.29841880983407165,0.37522754794857693,0.18523361068735866,0.26260325000238804
2021-04-20 02:15:00,0.18171482826568153,0.1630359930719853,0.18374474585015765,0.02774525576603737,0.5100640132967145,0.9281699800737275,0.21996774268414088,0.01071420804654431,0.3497858093968531,0.777059144032084,0.3962325452214066,0.025294655146648585,0.4208238579628161,0.7560861898788414,0.3857030320687347,0.011911143221361872,0.5214857700936978,0.9051817179464261,0.35347868458406406,0.03266100848444773,0.30603717851051826,0.34006398328690945,0.14605610668880908,0.25007478585682774
2021-04-20 02:30:00,0.21602444753618033,0.15774500587005724,0.16429363062066604,0.03663458638318028,0.49759563464931267,0.8791615606702008,0.3447320209986793,0.021540014818139264,0.35265758851380724,0.40894806848053067,0.32512684119586677,0.019793326958682078,0.4270678875464856,0.3432787444597136,0.29739589546582357,0.013171351680978466,0.5365137357972176,0.6571931086168066,0.38974209444292285,0.050771483907039575,0.31504565329101464,0.3213867273249029,0.15928479678275398,0.23395522495052212
2021-04-20 02:45:00,0.20045309068750727,0.13487881068831256,0.2387742964473853,0.024874574068570073,0.49441346308461703,0.8765705173724045,0.38086027923511656,0.02973165233103783,0.3573415651312264,0.7052517520438193,0.419488670415308,0.01585099239478814,0.4264568170043286,0.3291912364035121,0.38869731707062005,0.019566565689632474,0.5340423439302074,0.744557444461317,0.4371832823760924,0.05770178648760671,0.311824736187603,0.3431619344738266,0.19422953178442803,0.27278922976835807
2021-04-20 03:00:00,0.22846706675578332,0.1406050048293353,0.2062484158765701,0.03261376718994867,0.4892486343530743,0.8982801608000468,0.6077173484958287,0.02907914890364376,0.36229921401898824,0.5501608274414385,0.32992888636540973,0.03200514218770982,0.39982044643866704,0.38349546318793903,0.3486819710084279,0.011438745157790234,0.5429880868529634,0.12911097732381815,0.39790660328168137,0.04053130644141905,0.29902726631579046,0.33261071071790926,0.17543836933224277,0.24881050429237472
2021-04-20 03:15:00,0.19728028698977718,0.16060918845338412,0.19996319699807008,0.030898984318460623,0.5271922614870149,0.9028262332767483,0.18480017496448342,0.035340977627588886,0.3432852623199054,0.4781120193792314,0.42998674245940505,0.03372981145330353,0.3967670640863995,0.5996212849780602,0.4788731313048453,0.019462545954369605,0.5390091022653464,0.5394383758682308,0.43560666180386853,0.07342524513112232,0.3119276223165972,0.28142582619725864,0.1850245094214391,0.2485371472100093
2021-04-20 03:30:00,0.1876653487986364,0.14639245678478693,0.23735286854979826,0.034002303760096594,0.48382668334498197,0.8382847563117721,0.0500029111627871,0.030162939340602952,0.3632422650825681,0.26952318839511546,0.30934108507808755,0.016878967894063974,0.4291806097943502,0.5377005043484799,0.3365951832139671,0.018307287971514003,0.4995814073165307,0.680315814512678,0.4332558795939798,0.05337519608561124,0.2708977585089043,0.33870114820366215,0.1932849847058713,0.1920634178203522
2021-04-20 03:45:00,0.201494068110889,0.14245105917996198,0.16740273846108,0.027175503738513407,0.4888983929858883,0.9301161148236421,0.41488814362853077,0.023011697517316555,0.36618445924624105,0.0429896630172002,0.4364906342972117,0.024725397675834912,0.41232555629966555,0.7396096493351818,0.3080663242063033,0.024248207281553878,0.5089900039637725,0.4284994437121612,0.3496698028968348,0.07461302382683926,0.31281775261231193,0.31849672010854135,0.16253300013342553,0.22143034093661695
2021-04-20 04:00:00,0.2068830592833315,0.216142162636691,0.23700976889641795,0.030118647305596182,0.5348276304988822,0.9328130862745168,0.31550474389472427,0.03097761241321375,0.36751735642311006,0.24660375456050376,0.28014141910258816,0.03054649217059396,0.42583553167409954,0.6849285788014736,0.334833442429467,0.01592988496525859,0.4940912100373655,0.6224662568446111,0.4466977185840877,0.02229242974813756,0.30303564330760313,0.3121947317136824,0.14142898656966363,0.20559719427830148
2021-04-20 04:15:00,0.21538523482944383,0.23674382624546847,0.22103829936459213,0.016187796191576415,0.527245561975005,0.913681557398446,0.24898274898308648,0.031373205397054287,0.3633796912997716,0.6412792234463285,0.39049151880052246,0.03663990790590172,0.403601519005877,0.4528979594818945,0.3857581527169893,0.020866624570637156,0.5392507449942139,0.5522178688829626,0.43076626354636094,0.055440370047382156,0.2870891965941249,0.28388179421409543,0.1474937560939118,0.19894053538074763
2021-04-20 04:30:00,0.19565534383309235,0.23530181393261024,0.20996764079985197,0.028102397060745906,0.5263026689289213,0.9158683757969097,0.4288280363325474,0.029646052711534327,0.3921232180815299,0.0695790160563563,0.24057906421154618,0.023587762355073136,0.4405641650442814,0.3797573920542354,0.3005623919175857,0.010451881570179358,0.5851024424212269,0.5845662454262284,0.44289065408310435,0.0581065232375856,0.2658319639902409,0.29012055151238414,0.1536348084962409,0.18807207737908005
2021-04-20 04:45:00,0.17598790409225318,0.27433431899294836,0.18694624884108021,0.029702566547993303,0.5597515064131154,0.8845580924246619,0.4122208506698515,0.02818269026304013,0.3653850088586254,0.503791534556119,0.4393367832942978,0.03190118592094388,0.4325466231074467,0.5287661701483088,0.3456949266872309,0.014011315196278969,0.6290590842337285,0.48269570388736005,0.44398111645868266,0.05625494050875375,0.2884294404026484,0.25912835665106293,0.15495432522254626,0.21560196049586766
2021-04-20 05:00:00,0.16463824866345078,0.24039833662880028,0.22422190682294224,0.03458959823056333,0.5956886082320706,0.8741617687740666,0.397272592710912,0.022348366519117376,0.7277204133162717,0.15880336548679086,0.8737703360630942,0.019863076116326536,0.432455802656405,0.9577386497001337,0.4196664434452835,0.01575000019642167,0.5844898787013979,0.28961306181624025,0.3723867832493415,0.059626345137781755,0.2925486750374251,0.2818025810180602,0.18287233562571847,0.2319468510468088
2021-04-20 05:15:00,0.18776473760121726,0.24040248447484053,0.20034431916976508,0.029159796161904894,0.5862298848730161,0.8711226639602705,0.43243414412621606,0.029881815047320785,0.7432554593604533,0.12725937925314712,0.8590767432168969,0.013967737635365768,0.4530668671681653,0.3687606077500032,0.3734016777435154,0.012131852810608613,0.6048080879871157,0.7823924942444669,0.43641092710260043,0.049393446807146274,0.26820905177385335,0.33386471681868635,0.15874520758565325,0.21134644941539626
2021-04-20 05:30:00,0.1518596158266583,0.2526096445595023,0.228288260635011,0.03633953812578625,0.577536123580768,0.8977164540371216,0.3265254019555157,0.03158900884433867,0.7299240822985351,0.16252146720123495,0.8819708495140288,0.03278173539992747,0.43147762752100355,0.49174387745680237,0.35279857956273863,0.0166650729295762,0.6061883596290881,0.6796735379237067,0.4309515107775095,0.03129947618719797,0.2883428665877288,0.3914797654963218,0.17027191599003277,0.22165434003294493
2021-04-20 05:45:00,0.18642502865418065,0.23447129710732167,0.2495517678865961,0.028780797241517924,0.5305598932572676,0.8847967409133677,0.4548425003471701,0.02663371586854386,0.719401934570262,0.16947203475030026,0.8928302388212233,0.031925293852817636,0.4396226312326394,0.8441845015614291,0.37445717940029954,0.01592548713136225,0.5824325429194931,0.7516915741755037,0.37499470687426406,0.10592679317919254,0.26586594149102183,0.3860932997873867,0.16546046993533903,0.22183171350809738
